instance_id,lane,db_id,route_reason,dialect,final_source,mode,parses,safe_select,all_known,unknown_tables_n,unknown_columns_n,has_join,has_groupby,has_subquery,executable,rows_count,error_type,judge_invoked,judge_overrode,judge_confidence,repair_used,repair_rounds,bytes_billed,bytes_processed,lm_calls,latency_ms,completion_tokens
sf_bq014,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq188,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq258,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq259,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq189,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq260,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq261,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq262,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq190,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq263,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq264,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq197,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq265,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq266,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq333,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq361,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq271,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq272,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq273,A_sf,THELOOK_ECOMMERCE,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq020,A_sf,GENOMICS_CANNABIS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq107,A_sf,GENOMICS_CANNABIS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq025,A_bq,census_bureau_international,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,21588.47,350
bq115,A_bq,census_bureau_international,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,13277.61,213
bq030,A_bq,covid19_open_data,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,False,False,True,3,,False,False,0.0,False,0,0,561491504,1,6422.8,100
bq018,A_bq,covid19_open_data,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,True,False,True,0,,False,False,0.0,False,0,0,530752976,1,7138.67,112
bq086,A_bq,covid19_open_world_bank,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,6518.65,102
bq085,A_bq,covid19_jhu_world_bank,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,True,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,11746.94,181
bq130,A_bq,covid19_nyt,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,4,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,29388.55,484
bq087,A_bq,covid19_symptom_search,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,2,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,17434.71,283
bq088,A_bq,covid19_symptom_search,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,7,False,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,28292.51,462
bq089,A_bq,covid19_usa,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,2,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,4721.74,71
bq407,A_bq,covid19_usa,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,0,True,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,17274.05,276
bq137,A_bq,census_bureau_usa,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,11750.86,189
bq060,A_bq,census_bureau_international,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,False,False,True,3,,False,False,0.0,False,0,0,471139,1,6532.68,102
bq338,A_bq,census_bureau_acs_1,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,9,False,True,True,False,0,NotFound,False,False,0.0,False,0,0,0,1,17906.27,287
bq061,A_bq,census_bureau_acs_1,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,3286.26,47
bq064,A_bq,census_bureau_acs_1,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,4,1,True,True,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,17390.61,276
bq461,A_bq,ncaa_basketball,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,9303.3,148
bq198,A_bq,ncaa_basketball,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,True,True,True,5,,False,False,0.0,False,0,10485760,2459017,1,8707.87,139
bq462,A_bq,ncaa_basketball,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,4,1,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,26378.25,428
bq427,A_bq,ncaa_basketball,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,3,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,12210.7,194
bq428,A_bq,ncaa_basketball,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,15104.01,242
bq144,A_bq,ncaa_insights,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,2,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,29213.1,473
bq113,A_bq,bls,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,1,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,16272.26,261
bq112,A_bq,bls,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,13391.34,214
bq055,A_bq,google_dei,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,3,False,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,34218.04,561
bq075,A_bq,google_dei,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,14280.98,232
bq406,A_bq,google_dei,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,5,False,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,12660.67,202
sf_bq084,A_sf,GOOG_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq058,A_sf,GOOG_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq416,A_sf,GOOG_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq226,A_sf,GOOG_BLOCKCHAIN,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq016,A_sf,DEPS_DEV_V1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq062,A_sf,DEPS_DEV_V1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq063,A_sf,DEPS_DEV_V1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq028,A_sf,DEPS_DEV_V1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq022,A_bq,chicago,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,6741.69,110
bq362,A_bq,chicago,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,2,3,False,True,False,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,11188.8,184
bq363,A_bq,chicago,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,6882.08,112
bq076,A_bq,chicago,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,3716.95,60
bq077,A_bq,chicago,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,True,False,True,84,,False,False,0.0,False,0,240123904,239990008,1,6553.9,107
sf_bq350,A_sf,OPEN_TARGETS_PLATFORM_1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq379,A_sf,OPEN_TARGETS_PLATFORM_1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq078,A_sf,OPEN_TARGETS_PLATFORM_2,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq095,A_sf,OPEN_TARGETS_PLATFORM_1,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq109,A_bq,open_targets_genetics_1,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,3,False,False,True,False,0,Forbidden,False,False,0.0,False,0,0,0,1,14848.33,239
sf_bq325,A_sf,OPEN_TARGETS_GENETICS_2,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq090,A_bq,CYMBAL_INVESTMENTS,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,10721.04,177
bq442,A_bq,CYMBAL_INVESTMENTS,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,False,False,False,True,6,,False,False,0.0,False,0,97517568,97049087,1,8332.67,136
bq079,A_bq,usfs_fia,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,4,2,True,True,True,False,0,NotFound,False,False,0.0,False,0,0,0,1,40527.67,662
bq024,A_bq,usfs_fia,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,10160.19,163
bq220,A_bq,usfs_fia,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,2,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,9431.81,150
bq096,A_bq,gbif,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,False,True,True,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,6341.08,103
sf_bq276,A_sf,NOAA_PORTS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq277,A_bq,noaa_ports,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,True,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,9619.08,153
bq278,A_bq,sunroof_solar,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,False,True,False,True,139,,False,False,0.0,False,0,20971520,5814237,1,25959.93,425
bq102,A_bq,gnomAD,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,7364.39,114
bq445,A_bq,gnomAD,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,4,False,False,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,14789.84,235
bq103,A_bq,gnomAD,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,8711.86,135
sf_bq104,A_sf,GOOGLE_TRENDS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq411,A_sf,GOOGLE_TRENDS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq105,A_bq,nhtsa_traffic_fatalities_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,38756.43,636
bq108,A_bq,nhtsa_traffic_fatalities,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,9727.47,156
bq067,A_bq,nhtsa_traffic_fatalities,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,4,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,23668.21,382
bq396,A_bq,nhtsa_traffic_fatalities,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,9822.04,157
bq441,A_bq,nhtsa_traffic_fatalities,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,False,False,False,True,200,,False,False,0.0,False,0,10485760,2499617,1,4702.18,72
bq097,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,2,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,5745.03,88
bq120,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,1,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,19201.26,308
bq110,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,5,False,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,6695.77,103
bq395,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,3,4,True,True,False,True,5,,False,False,0.0,False,0,0,4847348,1,14401.61,229
bq352,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,0,True,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,7517.85,117
bq074,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,6,False,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,12523.32,199
bq066,A_bq,sdoh,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,True,False,False,0,Forbidden,False,False,0.0,False,0,0,0,1,10028.22,158
bq114,A_bq,openaq,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,1,True,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,13787.89,223
bq116,A_bq,sec_quarterly_financials,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,True,True,False,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,10535.0,169
sf_bq015,A_sf,STACKOVERFLOW_PLUS,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq041,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,4,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,31929.82,524
sf_bq121,A_sf,STACKOVERFLOW,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq123,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,5,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,14894.51,243
bq280,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,True,False,True,1,,False,False,0.0,False,0,907018240,906790771,1,4228.84,67
bq300,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,False,False,False,True,1,,False,False,0.0,False,0,817889280,817706334,1,2661.85,41
bq301,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,14402.18,233
bq302,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,True,False,True,0,,False,False,0.0,False,0,817889280,817706334,1,5743.02,92
bq303,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,False,False,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,27046.41,441
bq304,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,5,3,True,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,24112.18,392
bq310,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,True,0,0,False,False,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,5746.43,90
bq305,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,1,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,21817.46,355
bq306,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,True,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,11934.6,192
sf_bq307,A_sf,STACKOVERFLOW,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq308,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,1,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,16807.53,275
bq309,A_bq,stackoverflow,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,True,True,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,15514.25,252
bq124,A_bq,fhir_synthea,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,1,0,True,False,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,9515.03,153
bq391,A_bq,fhir_synthea,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,4,4,True,True,True,False,0,NotFound,False,False,0.0,False,0,0,0,1,12982.27,210
bq126,A_bq,the_met,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,False,False,True,38,,False,False,0.0,False,0,53477376,53160600,1,6452.3,102
bq366,A_bq,the_met,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,True,True,False,True,199,,False,False,0.0,False,0,20971520,13539690,1,7044.27,112
bq414,A_bq,the_met,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,True,0,0,True,False,False,True,4,,False,False,0.0,False,0,20971520,16680083,1,7593.55,121
bq200,A_bq,mlb,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,0,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,15075.27,243
sf_bq458,A_sf,WORD_VECTORS_US,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq459,A_sf,WORD_VECTORS_US,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq460,A_sf,WORD_VECTORS_US,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq204,A_bq,eclipse_megamovie,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,2,False,True,True,True,1,,False,False,0.0,False,0,31457280,4601084,1,8682.29,138
bq389,A_bq,epa_historical_air_quality,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,0,1,False,True,False,False,0,BadRequest,False,False,0.0,False,0,0,0,1,15248.11,247
sf_bq345,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq346,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq347,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq390,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq421,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq422,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq069,A_sf,IDC,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
sf_bq219,A_sf,IOWA_LIQUOR_SALES,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
bq199,A_bq,iowa_liquor_sales,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,1,3,False,True,False,False,0,InternalServerError,False,False,0.0,False,0,0,0,1,13375.84,221
bq218,A_bq,iowa_liquor_sales,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,2,1,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,13121.26,217
bq049,A_bq,iowa_liquor_sales_plus,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,2,True,True,True,False,0,BadRequest,False,False,0.0,False,0,0,0,1,20598.14,340
bq360,A_bq,nppes,bq_creds_and_dataset_match,bigquery,C0_anchor,dry_run,True,True,False,3,2,True,True,False,False,0,NotFound,False,False,0.0,False,0,0,0,1,14409.98,237
bq286,A_bq,usa_names,bq_creds_and_dataset_match,bigquery,C0_anchor,execute,True,True,False,0,1,False,False,False,True,0,,False,False,0.0,False,0,171966464,171432506,1,5412.03,89
sf_bq044,A_sf,TCGA,blocked_snowflake_no_creds,snowflake,,blocked_snowflake,,False,,,,,,,,,blocked,False,False,,,,,,,,
